ID_Estudiante;Nombres;Apellidos;Carrera;Facultad;Edad;Genero;Promedio_Acumulado;Asistencia_Promedio;Modalidad_Estudio;Beca;Horas_Trabajo_Semanal;Apoyo_Familiar;Actividad_Extracurricular;Satisfaccion_Programa;Estado_Mental;Creditos_Inscritos;Ha_Desertado;Razon_Desercion;Riesgo_Desercion_2025;Probabilidad_Desercion_2025
MZ2024750;Lucía María;González Ramírez;Psicología;Humanidades;28;Masculino;3.4;71.38;Presencial;Beca deportiva;10;Alto;Club Académico;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.507597548
VZ2024751;Laura Valeria;Rodríguez Hernández;Psicología;Humanidades;22;Masculino;4.78;59.99;Mixta;Parcial;30;Bajo;Ninguna;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.545529047
LZ2024752;Lucía Luis;González González;Comunicación Social;Humanidades;19;Femenino;3.04;66.26;Virtual;Ninguna;40;Medio;Deporte;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.551757015
LZ2024753;Laura Luis;Hernández Rodríguez;Diseño Gráfico;Artes y Diseño;27;Otro;3.87;58.85;Mixta;Ninguna;20;Alto;Club Académico;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.547219006
VS2024754;Carlos Valeria;Flores González;Contabilidad;Ciencias Económicas;21;Femenino;2.05;89.94;Virtual;Parcial;0;Medio;Ninguna;Media;Malo;15;No;No Aplica;Medio Riesgo;0.503654009
JZ2024755;Lucía Juan;Pérez González;Enfermería;Ciencias de la Salud;24;Otro;3.78;82.84;Presencial;Ninguna;10;Alto;Voluntariado;Media;Malo;18;No;No Aplica;Medio Riesgo;0.473764565
MZ2024756;Jorge María;Pérez Rodríguez;Enfermería;Ciencias de la Salud;26;Femenino;4.13;98.53;Mixta;Ninguna;30;Alto;Deporte;Media;Regular;21;Sí;Problemas Económicos;Bajo Riesgo;0.385031431
PZ2024757;Carlos Pedro;Pérez González;Economía;Ciencias Económicas;19;Femenino;3.78;64.15;Mixta;Completa;10;Medio;Ninguna;Alta;Regular;15;Sí;Problemas de Salud;Medio Riesgo;0.479210173
MZ2024758;María María;Martínez Flores;Medicina;Ciencias de la Salud;27;Masculino;4.87;82.53;Mixta;Ninguna;30;Bajo;Arte;Alta;Regular;18;No;No Aplica;Bajo Riesgo;0.373273734
LZ2024759;Juan Luis;Ramírez Gómez;Arquitectura;Artes y Diseño;24;Femenino;3.04;91.73;Virtual;Beca académica;0;Bajo;Deporte;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.482682378
DZ2024760;Carlos Diego;Rodríguez Díaz;Enfermería;Ciencias de la Salud;27;Femenino;2.4;64.43;Virtual;Beca académica;30;Medio;Deporte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.476268177
AZ2024761;Jorge Ana;Gómez Torres;Ingeniería Civil;Ingeniería;22;Masculino;3.73;51.02;Mixta;Ninguna;10;Alto;Ninguna;Alta;Regular;12;No;No Aplica;Medio Riesgo;0.502924387
CS2024762;Laura Carlos;Flores González;Derecho;Ciencias Jurídicas;30;Femenino;2.66;53.3;Mixta;Ninguna;0;Alto;Ninguna;Media;Malo;21;No;No Aplica;Medio Riesgo;0.569252259
AZ2024763;Valeria Ana;Pérez Díaz;Enfermería;Ciencias de la Salud;27;Masculino;4.78;95.43;Virtual;Completa;40;Bajo;Club Académico;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.4117879
DZ2024764;Ana Diego;Díaz Gómez;Contabilidad;Ciencias Económicas;17;Femenino;2.39;67.61;Virtual;Ninguna;10;Bajo;Voluntariado;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.601258783
JZ2024765;Luis Juan;Pérez González;Derecho;Ciencias Jurídicas;18;Masculino;2.03;99.75;Virtual;Ninguna;20;Alto;Deporte;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.516617537
LZ2024766;Jorge Lucía;Ramírez González;Psicología;Humanidades;26;Otro;3.51;62.43;Virtual;Ninguna;10;Alto;Deporte;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.567947982
LZ2024767;Ana Laura;Martínez Torres;Ingeniería Civil;Ingeniería;30;Otro;3.96;55.01;Presencial;Ninguna;30;Alto;Voluntariado;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.453713631
MS2024768;María María;Flores Hernández;Diseño Gráfico;Artes y Diseño;20;Masculino;3.84;86.02;Virtual;Beca deportiva;30;Medio;Deporte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.403728573
LZ2024769;Sofía Luis;Pérez Hernández;Derecho;Ciencias Jurídicas;25;Masculino;2.3;79.35;Mixta;Completa;20;Alto;Deporte;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.512856993
MZ2024770;Lucía María;Hernández Rodríguez;Medicina;Ciencias de la Salud;27;Otro;2.47;72.34;Virtual;Ninguna;20;Alto;Ninguna;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.530145912
DZ2024771;Jorge Diego;Ramírez Rodríguez;Contabilidad;Ciencias Económicas;24;Masculino;3.67;58.11;Presencial;Completa;0;Medio;Voluntariado;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.511465032
LS2024772;Luis Lucía;Torres Torres;Administración de Empresas;Ciencias Económicas;18;Masculino;3.62;57.24;Virtual;Ninguna;20;Medio;Ninguna;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.515009615
DZ2024773;Sofía Diego;Rodríguez Flores;Ingeniería Civil;Ingeniería;24;Femenino;2.61;68.15;Virtual;Ninguna;10;Medio;Voluntariado;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.507030135
JZ2024774;Pedro Juan;Martínez Pérez;Ingeniería Civil;Ingeniería;18;Otro;3.93;57.47;Virtual;Ninguna;30;Medio;Deporte;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.553389155
DZ2024775;Valeria Diego;Ramírez Gómez;Economía;Ciencias Económicas;25;Otro;4.2;52.85;Virtual;Ninguna;10;Bajo;Ninguna;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.478178757
AZ2024776;Carlos Ana;Díaz Díaz;Medicina;Ciencias de la Salud;20;Masculino;3.12;95.74;Presencial;Beca deportiva;0;Alto;Arte;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.428898677
VZ2024777;Carlos Valeria;Pérez Díaz;Economía;Ciencias Económicas;30;Masculino;3.68;77.71;Virtual;Ninguna;20;Alto;Deporte;Media;Malo;21;Sí;Problemas Económicos;Medio Riesgo;0.463861201
MS2024778;María María;Flores Díaz;Economía;Ciencias Económicas;29;Femenino;4.3;52.11;Presencial;Ninguna;10;Medio;Ninguna;Baja;Malo;21;Sí;Trabajo;Medio Riesgo;0.514797675
DZ2024779;Jorge Diego;Ramírez Rodríguez;Psicología;Humanidades;29;Otro;4.89;59.42;Presencial;Parcial;30;Alto;Arte;Media;Malo;12;No;No Aplica;Medio Riesgo;0.500492441
AZ2024780;Lucía Ana;Martínez Torres;Derecho;Ciencias Jurídicas;23;Otro;4.18;76.78;Mixta;Ninguna;10;Medio;Ninguna;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.416359601
JZ2024781;Sofía Juan;Martínez Pérez;Diseño Gráfico;Artes y Diseño;26;Otro;2.11;63.26;Virtual;Completa;20;Medio;Voluntariado;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.591919929
CS2024782;Diego Carlos;Flores Gómez;Psicología;Humanidades;19;Otro;4.75;90.78;Mixta;Ninguna;10;Medio;Club Académico;Alta;Regular;15;No;No Aplica;Bajo Riesgo;0.377888055
PZ2024783;Laura Pedro;Pérez Ramírez;Ingeniería Civil;Ingeniería;20;Otro;3.34;73.96;Virtual;Parcial;20;Bajo;Club Académico;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.550529608
AZ2024784;Laura Ana;Rodríguez Ramírez;Ingeniería Civil;Ingeniería;27;Femenino;3.76;71.01;Virtual;Beca académica;0;Alto;Deporte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.491200916
MZ2024785;Juan María;Pérez Rodríguez;Enfermería;Ciencias de la Salud;21;Masculino;3.1;55.45;Mixta;Ninguna;20;Medio;Arte;Alta;Regular;15;Sí;Problemas Familiares;Medio Riesgo;0.518965911
JZ2024786;Lucía Jorge;Pérez Díaz;Diseño Gráfico;Artes y Diseño;25;Masculino;3.51;64.37;Mixta;Ninguna;40;Alto;Ninguna;Alta;Bueno;15;Sí;Problemas de Salud;Medio Riesgo;0.556868544
DS2024787;Juan Diego;Torres Díaz;Comunicación Social;Humanidades;26;Masculino;3.44;58.93;Virtual;Ninguna;10;Bajo;Deporte;Media;Regular;15;No;No Aplica;Medio Riesgo;0.495484528
CZ2024788;Sofía Carlos;Díaz Rodríguez;Administración de Empresas;Ciencias Económicas;18;Masculino;4.7;82.9;Presencial;Ninguna;0;Bajo;Ninguna;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.409595748
MS2024789;Juan María;Torres Gómez;Ingeniería Civil;Ingeniería;23;Femenino;4.35;79.48;Virtual;Parcial;10;Alto;Deporte;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.489363831
PZ2024790;Juan Pedro;Pérez Gómez;Ingeniería de Sistemas;Ingeniería;29;Femenino;2.2;87.89;Virtual;Completa;40;Medio;Arte;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.533433721
CZ2024791;María Carlos;Díaz González;Economía;Ciencias Económicas;19;Masculino;4.75;89.35;Presencial;Ninguna;10;Bajo;Club Académico;Baja;Regular;12;No;No Aplica;Bajo Riesgo;0.390323058
LZ2024792;Lucía Lucía;Ramírez Martínez;Derecho;Ciencias Jurídicas;28;Otro;2.65;76.78;Mixta;Completa;40;Bajo;Deporte;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.465703714
AZ2024793;Luis Ana;Gómez Rodríguez;Psicología;Humanidades;19;Otro;4.08;56.85;Presencial;Beca deportiva;20;Medio;Arte;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.532283916
DZ2024794;Valeria Diego;Hernández Ramírez;Biología;Ciencias de la Salud;24;Masculino;2.32;84.49;Presencial;Ninguna;0;Bajo;Deporte;Baja;Bueno;18;Sí;Problemas de Salud;Medio Riesgo;0.530832122
VZ2024795;Carlos Valeria;Gómez Pérez;Enfermería;Ciencias de la Salud;27;Masculino;4.77;79.89;Mixta;Ninguna;20;Medio;Deporte;Media;Regular;12;No;No Aplica;Medio Riesgo;0.416805213
SZ2024796;Lucía Sofía;Díaz Rodríguez;Medicina;Ciencias de la Salud;22;Otro;2.24;77.86;Presencial;Beca académica;10;Alto;Ninguna;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.580447641
DZ2024797;Valeria Diego;Pérez Gómez;Arquitectura;Artes y Diseño;21;Masculino;3.36;75.06;Mixta;Ninguna;10;Alto;Arte;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.533586004
PZ2024798;Diego Pedro;Gómez Flores;Enfermería;Ciencias de la Salud;21;Femenino;4.14;62.93;Mixta;Ninguna;30;Medio;Club Académico;Media;Regular;18;No;No Aplica;Medio Riesgo;0.510580092
CZ2024799;Lucía Carlos;Díaz Pérez;Derecho;Ciencias Jurídicas;21;Masculino;2.75;62.01;Presencial;Ninguna;20;Medio;Arte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.623196903
AS2024800;Ana Ana;Torres Díaz;Ingeniería Civil;Ingeniería;23;Otro;4.66;63.22;Presencial;Ninguna;10;Bajo;Voluntariado;Baja;Malo;15;Sí;Problemas de Salud;Medio Riesgo;0.494711387
DZ2024801;Laura Diego;Díaz González;Comunicación Social;Humanidades;20;Femenino;4.95;60.57;Virtual;Ninguna;30;Medio;Voluntariado;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.552417915
PZ2024802;Sofía Pedro;Gómez Flores;Economía;Ciencias Económicas;26;Masculino;3.78;62.54;Virtual;Parcial;40;Medio;Club Académico;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.558133324
JS2024803;Juan Juan;Torres Hernández;Economía;Ciencias Económicas;28;Femenino;4.19;52.25;Presencial;Ninguna;40;Bajo;Deporte;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.488188667
PZ2024804;Juan Pedro;Ramírez Ramírez;Derecho;Ciencias Jurídicas;17;Femenino;2.32;81.49;Presencial;Ninguna;10;Alto;Ninguna;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.482797645
JS2024805;Luis Jorge;Torres Hernández;Medicina;Ciencias de la Salud;19;Otro;3;87.09;Presencial;Ninguna;0;Alto;Voluntariado;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.523013334
LZ2024806;Valeria Lucía;Díaz Flores;Comunicación Social;Humanidades;30;Masculino;4.94;58.88;Mixta;Ninguna;0;Alto;Voluntariado;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.498317012
SZ2024807;María Sofía;Rodríguez Flores;Administración de Empresas;Ciencias Económicas;24;Masculino;4.53;84.44;Virtual;Parcial;30;Alto;Club Académico;Alta;Bueno;15;Sí;Problemas Familiares;Medio Riesgo;0.455706129
JZ2024808;Carlos Jorge;Rodríguez Hernández;Psicología;Humanidades;25;Masculino;4.56;51.55;Presencial;Beca académica;40;Bajo;Club Académico;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.535710696
LZ2024809;Sofía Lucía;Ramírez Torres;Diseño Gráfico;Artes y Diseño;17;Femenino;4.5;92.22;Presencial;Completa;20;Bajo;Ninguna;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.485919253
SZ2024810;Pedro Sofía;Hernández Gómez;Enfermería;Ciencias de la Salud;20;Masculino;4.63;52.48;Virtual;Parcial;30;Bajo;Ninguna;Baja;Regular;21;Sí;Falta de Motivación;Medio Riesgo;0.495890511
VZ2024811;Jorge Valeria;González Hernández;Diseño Gráfico;Artes y Diseño;17;Masculino;3.43;65.88;Virtual;Completa;10;Medio;Club Académico;Baja;Bueno;12;No;No Aplica;Medio Riesgo;0.581037445
LS2024812;Lucía Lucía;Flores Gómez;Comunicación Social;Humanidades;26;Femenino;4.83;63.7;Mixta;Ninguna;20;Bajo;Ninguna;Media;Regular;18;No;No Aplica;Medio Riesgo;0.463773613
LS2024813;Sofía Lucía;Torres Hernández;Contabilidad;Ciencias Económicas;19;Otro;2.85;88.73;Virtual;Ninguna;0;Bajo;Voluntariado;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.430040759
JZ2024814;Juan Juan;Rodríguez Ramírez;Contabilidad;Ciencias Económicas;26;Otro;2.25;65.65;Virtual;Beca académica;30;Medio;Arte;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.542747293
SZ2024815;Carlos Sofía;Díaz Hernández;Biología;Ciencias de la Salud;24;Masculino;2.6;86.81;Presencial;Ninguna;10;Bajo;Ninguna;Media;Malo;15;No;No Aplica;Medio Riesgo;0.495837674
VZ2024816;Luis Valeria;Rodríguez Ramírez;Comunicación Social;Humanidades;17;Otro;2.29;63.99;Virtual;Completa;10;Alto;Ninguna;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.551641175
LZ2024817;Luis Laura;Gómez Ramírez;Contabilidad;Ciencias Económicas;26;Masculino;4.08;80.25;Virtual;Ninguna;0;Alto;Voluntariado;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.459707219
DZ2024818;Ana Diego;Hernández González;Administración de Empresas;Ciencias Económicas;20;Otro;4;99.69;Mixta;Parcial;30;Alto;Deporte;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.494014425
JZ2024819;Sofía Jorge;González Flores;Biología;Ciencias de la Salud;24;Femenino;3.31;62.82;Mixta;Ninguna;40;Medio;Club Académico;Baja;Bueno;15;Sí;Carga Académica;Medio Riesgo;0.592543365
LZ2024820;Diego Luis;Martínez Rodríguez;Ingeniería Civil;Ingeniería;17;Masculino;3.07;82.51;Virtual;Ninguna;0;Medio;Arte;Baja;Bueno;12;Sí;Problemas Familiares;Medio Riesgo;0.538696356
AS2024821;Luis Ana;Torres Díaz;Psicología;Humanidades;22;Femenino;3.16;99.94;Virtual;Parcial;30;Alto;Voluntariado;Media;Regular;12;No;No Aplica;Medio Riesgo;0.406591213
LZ2024822;Luis Lucía;González Pérez;Derecho;Ciencias Jurídicas;22;Otro;4.35;88.15;Presencial;Ninguna;10;Medio;Club Académico;Media;Bueno;18;Sí;Carga Académica;Medio Riesgo;0.498356531
JS2024823;Juan Juan;Flores Flores;Biología;Ciencias de la Salud;19;Femenino;2.21;74.44;Presencial;Ninguna;10;Bajo;Arte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.568198726
LZ2024824;Laura Luis;Martínez Pérez;Derecho;Ciencias Jurídicas;18;Otro;2.33;97.84;Virtual;Beca académica;30;Alto;Club Académico;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.536820328
DZ2024825;Diego Diego;Gómez Ramírez;Administración de Empresas;Ciencias Económicas;28;Otro;4.81;98.06;Virtual;Completa;20;Medio;Ninguna;Media;Malo;12;No;No Aplica;Bajo Riesgo;0.387901227
JS2024826;Ana Jorge;Torres Martínez;Arquitectura;Artes y Diseño;19;Otro;4.46;80.67;Mixta;Ninguna;20;Medio;Arte;Baja;Malo;18;Sí;Problemas Familiares;Medio Riesgo;0.47892849
MZ2024827;Ana María;Pérez González;Arquitectura;Artes y Diseño;30;Femenino;2.51;81.7;Virtual;Ninguna;30;Medio;Arte;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.45447275
SZ2024828;Diego Sofía;Ramírez Rodríguez;Medicina;Ciencias de la Salud;17;Otro;2.83;63.99;Virtual;Parcial;40;Bajo;Voluntariado;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.611800124
LZ2024829;Ana Lucía;Martínez Rodríguez;Biología;Ciencias de la Salud;23;Femenino;2.22;90.09;Mixta;Ninguna;40;Bajo;Deporte;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.545185152
LZ2024830;Sofía Laura;Martínez Flores;Biología;Ciencias de la Salud;24;Otro;3.64;52.41;Mixta;Ninguna;30;Medio;Arte;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.505436917
LZ2024831;Diego Luis;Martínez Díaz;Ingeniería Civil;Ingeniería;26;Masculino;3.51;87;Virtual;Ninguna;20;Medio;Ninguna;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.424481184
SZ2024832;Ana Sofía;Ramírez González;Economía;Ciencias Económicas;23;Masculino;4.18;67.15;Mixta;Ninguna;40;Alto;Deporte;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.470710474
LZ2024833;Valeria Lucía;Gómez Torres;Economía;Ciencias Económicas;25;Otro;3.06;54.83;Presencial;Parcial;10;Bajo;Voluntariado;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.614285339
JZ2024834;Carlos Juan;Hernández Pérez;Ingeniería de Sistemas;Ingeniería;29;Femenino;4.48;99.51;Virtual;Ninguna;0;Bajo;Voluntariado;Baja;Regular;21;No;No Aplica;Bajo Riesgo;0.322383241
LZ2024835;Luis Laura;Díaz Rodríguez;Enfermería;Ciencias de la Salud;28;Femenino;2.75;57.48;Presencial;Parcial;0;Alto;Deporte;Media;Malo;18;Sí;Trabajo;Medio Riesgo;0.555146483
JZ2024836;Ana Juan;Díaz Díaz;Arquitectura;Artes y Diseño;28;Femenino;2.47;63.35;Virtual;Parcial;40;Alto;Voluntariado;Media;Regular;15;No;No Aplica;Medio Riesgo;0.510962494
JS2024837;Luis Juan;Torres Hernández;Psicología;Humanidades;22;Masculino;4.12;99.71;Presencial;Beca deportiva;30;Bajo;Voluntariado;Alta;Bueno;12;Sí;Problemas Familiares;Medio Riesgo;0.439994158
LZ2024838;Sofía Laura;Pérez Gómez;Biología;Ciencias de la Salud;26;Femenino;2.56;51.8;Virtual;Ninguna;20;Alto;Voluntariado;Alta;Malo;21;No;No Aplica;Medio Riesgo;0.548109738
MS2024839;Valeria María;Torres Díaz;Ingeniería Civil;Ingeniería;27;Masculino;3.81;56.93;Virtual;Ninguna;30;Bajo;Arte;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.458376374
CZ2024840;María Carlos;Rodríguez Flores;Economía;Ciencias Económicas;20;Masculino;4.54;53.67;Presencial;Ninguna;20;Alto;Ninguna;Media;Malo;21;No;No Aplica;Medio Riesgo;0.558328003
SZ2024841;Jorge Sofía;Rodríguez Díaz;Psicología;Humanidades;21;Otro;4.12;59.58;Presencial;Parcial;40;Medio;Ninguna;Alta;Regular;12;No;No Aplica;Medio Riesgo;0.480007047
LZ2024842;Lucía Luis;Rodríguez Pérez;Psicología;Humanidades;20;Femenino;2.41;75.39;Presencial;Ninguna;20;Alto;Club Académico;Alta;Malo;18;Sí;Carga Académica;Medio Riesgo;0.515110655
SZ2024843;Lucía Sofía;Rodríguez Ramírez;Contabilidad;Ciencias Económicas;29;Masculino;2.56;80.01;Virtual;Ninguna;20;Alto;Arte;Media;Regular;15;Sí;Carga Académica;Medio Riesgo;0.447888898
LS2024844;Lucía Luis;Torres Díaz;Medicina;Ciencias de la Salud;24;Masculino;2.61;99.96;Presencial;Ninguna;30;Medio;Arte;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.492180632
JZ2024845;Pedro Juan;Hernández Torres;Medicina;Ciencias de la Salud;25;Masculino;4.11;89.48;Presencial;Ninguna;30;Medio;Ninguna;Baja;Regular;18;No;No Aplica;Bajo Riesgo;0.393175421
CZ2024846;Pedro Carlos;Ramírez Torres;Ingeniería Civil;Ingeniería;20;Masculino;4.63;57.09;Virtual;Ninguna;30;Bajo;Deporte;Baja;Regular;21;Sí;Falta de Motivación;Medio Riesgo;0.482436284
LS2024847;Jorge Laura;Torres Flores;Comunicación Social;Humanidades;18;Masculino;2.35;71.97;Mixta;Ninguna;20;Medio;Arte;Alta;Regular;15;Sí;Carga Académica;Medio Riesgo;0.502893514
JZ2024848;María Juan;Ramírez González;Arquitectura;Artes y Diseño;18;Otro;3.32;74.89;Presencial;Ninguna;0;Medio;Arte;Alta;Regular;15;Sí;Carga Académica;Medio Riesgo;0.452538772
PS2024849;Jorge Pedro;Torres Pérez;Contabilidad;Ciencias Económicas;28;Femenino;4.92;82.98;Presencial;Beca deportiva;30;Alto;Ninguna;Media;Regular;15;No;No Aplica;Bajo Riesgo;0.39308364
SZ2024850;Ana Sofía;Gómez Rodríguez;Enfermería;Ciencias de la Salud;28;Masculino;2.09;51.28;Mixta;Parcial;30;Bajo;Arte;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.651742093
AZ2024851;Pedro Ana;Rodríguez Torres;Biología;Ciencias de la Salud;29;Masculino;4.91;64;Mixta;Ninguna;0;Medio;Arte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.406284405
CZ2024852;Diego Carlos;Pérez Pérez;Derecho;Ciencias Jurídicas;21;Masculino;4.04;64.47;Presencial;Ninguna;30;Medio;Deporte;Media;Malo;18;Sí;Problemas Familiares;Medio Riesgo;0.544432399
SZ2024853;Valeria Sofía;Pérez Ramírez;Ingeniería Civil;Ingeniería;20;Otro;4.95;57.02;Presencial;Ninguna;20;Alto;Deporte;Media;Malo;12;No;No Aplica;Medio Riesgo;0.537722343
DZ2024854;Valeria Diego;Pérez Ramírez;Derecho;Ciencias Jurídicas;21;Otro;3.77;71.59;Virtual;Parcial;40;Alto;Club Académico;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.566539275
JZ2024855;Valeria Jorge;Díaz Martínez;Diseño Gráfico;Artes y Diseño;21;Masculino;3.88;58.79;Virtual;Ninguna;0;Medio;Ninguna;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.483306994
LZ2024856;Valeria Lucía;Rodríguez Torres;Medicina;Ciencias de la Salud;26;Otro;4.51;52.1;Virtual;Ninguna;20;Medio;Ninguna;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.455568415
JZ2024857;Laura Juan;Gómez Gómez;Ingeniería de Sistemas;Ingeniería;26;Otro;4.73;51.9;Presencial;Ninguna;0;Alto;Club Académico;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.46438357
CZ2024858;Lucía Carlos;Gómez Pérez;Arquitectura;Artes y Diseño;25;Otro;4.61;98.38;Mixta;Completa;10;Bajo;Deporte;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.418653391
JZ2024859;Ana Jorge;Hernández Hernández;Contabilidad;Ciencias Económicas;17;Femenino;2.97;97.74;Presencial;Ninguna;40;Bajo;Club Académico;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.519103639
SS2024860;Sofía Sofía;Flores Martínez;Economía;Ciencias Económicas;22;Femenino;3.91;98.35;Virtual;Ninguna;30;Alto;Ninguna;Alta;Malo;15;No;No Aplica;Bajo Riesgo;0.397620304
DZ2024861;Lucía Diego;Ramírez Gómez;Comunicación Social;Humanidades;28;Femenino;3.49;87.86;Presencial;Beca académica;10;Alto;Ninguna;Baja;Regular;12;Sí;Carga Académica;Bajo Riesgo;0.390541503
LZ2024862;Juan Laura;Martínez Ramírez;Medicina;Ciencias de la Salud;19;Femenino;3.85;69.92;Presencial;Ninguna;30;Medio;Arte;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.584410007
CZ2024863;Juan Carlos;González Hernández;Administración de Empresas;Ciencias Económicas;27;Otro;3.78;77.83;Virtual;Ninguna;0;Alto;Ninguna;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.508045953
MZ2024864;Lucía María;Hernández González;Administración de Empresas;Ciencias Económicas;28;Otro;4.42;56.94;Presencial;Ninguna;20;Bajo;Arte;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.484950242
JZ2024865;Pedro Juan;Díaz Pérez;Medicina;Ciencias de la Salud;26;Femenino;3.23;93.28;Mixta;Ninguna;0;Alto;Club Académico;Alta;Regular;21;No;No Aplica;Bajo Riesgo;0.37553068
JZ2024866;María Juan;Pérez González;Biología;Ciencias de la Salud;28;Masculino;4.12;86.5;Presencial;Parcial;10;Bajo;Club Académico;Media;Regular;21;No;No Aplica;Bajo Riesgo;0.397865726
CZ2024867;Juan Carlos;Díaz Torres;Economía;Ciencias Económicas;19;Masculino;2.98;89.76;Presencial;Ninguna;0;Alto;Ninguna;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.497121246
JZ2024868;Pedro Jorge;Pérez Flores;Comunicación Social;Humanidades;20;Masculino;2.36;74.7;Virtual;Ninguna;30;Alto;Arte;Media;Malo;18;No;No Aplica;Medio Riesgo;0.55197798
MZ2024869;Jorge María;Ramírez Martínez;Comunicación Social;Humanidades;22;Femenino;4.49;82.41;Virtual;Ninguna;0;Alto;Deporte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.458392637
SS2024870;Ana Sofía;Flores Ramírez;Economía;Ciencias Económicas;18;Otro;2.89;98.21;Virtual;Ninguna;20;Medio;Ninguna;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.440120831
LZ2024871;Pedro Lucía;González Pérez;Comunicación Social;Humanidades;19;Masculino;2.99;59.98;Mixta;Beca académica;0;Alto;Club Académico;Baja;Malo;21;No;No Aplica;Medio Riesgo;0.566290293
JZ2024872;Laura Jorge;González González;Comunicación Social;Humanidades;26;Femenino;3.07;88.73;Mixta;Ninguna;30;Bajo;Club Académico;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.51033448
DZ2024873;Pedro Diego;Gómez Díaz;Ingeniería Civil;Ingeniería;28;Otro;2.87;80.55;Presencial;Ninguna;10;Medio;Ninguna;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.51766267
PZ2024874;Jorge Pedro;Díaz González;Medicina;Ciencias de la Salud;28;Masculino;2.35;96.56;Mixta;Ninguna;20;Bajo;Deporte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.513367563
